id,Rings
90615,10.205658247101816
90616,9.80157333296528
90617,10.019568373336172
90618,10.614382804660401
90619,7.666958901990954
90620,9.379737709723374
90621,10.825969871265805
90622,6.213397303840967
90623,7.968794045912409
90624,11.604014914768616
90625,12.556645884492864
90626,6.4255516758752655
90627,9.912993046460663
90628,13.723541932831717
90629,7.437886090566053
90630,7.336833442214689
90631,12.642892856661144
90632,5.821404867229684
90633,9.717502577959808
90634,9.980035447384283
90635,6.595848299495773
90636,7.190077590214186
90637,9.499339941068104
90638,8.800810191644949
90639,9.616166623415452
90640,10.638884162127638
90641,8.532147654306023
90642,10.423417330495063
90643,5.73931024207182
90644,10.755592140721271
90645,10.479756315172034
90646,9.101384152546117
90647,12.242985340012005
90648,13.560865476346303
90649,13.488417228275253
90650,9.96103035929414
90651,9.150823073193283
90652,8.537959548284316
90653,12.19776849277157
90654,6.169804210264637
90655,8.171023158120223
90656,11.314856808096861
90657,8.3699456594843
90658,6.938463308755745
90659,9.44990610856014
90660,7.234345334174383
90661,8.3709927978188
90662,7.220027551881965
90663,9.342079029597551
90664,7.572701295603451
90665,13.475289080683083
90666,9.047821429904367
90667,5.7800099185390685
90668,10.194062766771935
90669,9.817315556364253
90670,9.263381526783236
90671,10.309414510558192
90672,8.841468928272297
90673,13.1503246076253
90674,7.515800347096058
90675,5.454526180905209
90676,11.620064912097252
90677,11.285009398247276
90678,4.862506323033253
90679,9.32058224354189
90680,9.695293338412297
90681,9.884041041134969
90682,16.058244441962167
90683,10.85849632640008
90684,12.063015523510977
90685,10.99550766966689
90686,6.883922803960361
90687,10.268138195648865
90688,8.816080857918696
90689,11.26405704154149
90690,18.5711742273873
90691,8.139659004873643
90692,10.894251727215355
90693,12.712518691189178
90694,9.240706581640135
90695,8.758309616500728
90696,9.96658916004545
90697,7.4582677534017
90698,9.601440463771032
90699,5.222839819458245
90700,10.928359595630637
90701,10.15700793748774
90702,9.980849204231502
90703,12.740917296388012
90704,4.830406482940597
90705,11.724778355954065
90706,11.421696590137042
90707,6.183660076879056
90708,8.536658161841745
90709,9.522927516870267
90710,9.646329852790627
90711,9.47573569888361
90712,9.168372050754302
90713,15.103477889132813
90714,7.187976333415711
90715,8.752861105154365
90716,7.437051219689232
90717,9.240662709748614
90718,4.244293071943017
90719,5.6491152583221185
90720,11.097275996992161
90721,9.585935850395586
90722,9.583397644638092
90723,7.910066859628346
90724,9.797288255470113
90725,6.874191881757391
90726,7.744169441894634
90727,8.014892635268216
90728,10.880792550607598
90729,10.64012585203522
90730,10.487388403737913
90731,5.714283584681716
90732,7.679617497077438
90733,10.628230342708868
90734,9.118313080138922
90735,7.806300080178183
90736,7.622864429293782
90737,5.763698992782197
90738,6.946308612963779
90739,15.309003540496468
90740,10.436460530102366
90741,5.57149034206748
90742,9.41572444095929
90743,12.428312659406515
90744,7.1502543777879
90745,8.784992806241236
90746,8.073014443630871
90747,4.256751168404407
90748,14.806243721092574
90749,9.540074984527713
90750,4.146016327405209
90751,7.191311643693158
90752,8.402143505496682
90753,8.46544793566571
90754,9.19869402602824
90755,8.949982426942096
90756,8.942885308978024
90757,12.3120245214102
90758,8.807009201153926
90759,7.49526068904677
90760,7.879347838022255
90761,9.827668196859872
90762,9.089057481058932
90763,9.195562512090351
90764,13.905133485814353
90765,10.94726348439567
90766,7.423600067234953
90767,14.709948387954325
90768,12.770150283436125
90769,6.192755108316129
90770,11.1756480728501
90771,10.565242900241845
90772,5.720823373026504
90773,8.09927175330032
90774,7.136417123699687
90775,9.59406050021271
90776,7.4940321082013615
90777,11.877302219558114
90778,10.500564329307856
90779,10.635253961645983
90780,10.649421847654803
90781,11.602471528643859
90782,7.83972137503822
90783,11.551269997315698
90784,6.734730108200633
90785,8.475777258873203
90786,6.123026892295751
90787,9.077598409812135
90788,4.318573631348151
90789,11.854642766781742
90790,8.428712117756403
90791,6.8315280974615815
90792,6.916792033857689
90793,6.750022036176476
90794,5.685962830263923
90795,11.500810618299774
90796,10.89354437761763
90797,10.151725539743545
90798,11.537378154874126
90799,8.47466359217964
90800,15.783511937114149
90801,10.184110817786646
90802,6.9082072684536175
90803,10.755601833534929
90804,16.76167211013927
90805,10.987010610826651
90806,8.660000818674684
90807,10.880004849532229
90808,9.673519161935545
90809,12.285763976259375
90810,9.340448174750422
90811,9.329705298574378
90812,5.998455779048118
90813,10.105684562148188
90814,7.428051878292472
90815,8.028136540699215
90816,5.394502769288767
90817,10.13081451479368
90818,9.412739545283944
90819,6.93926034270341
90820,6.912135152628323
90821,9.780796644534972
90822,6.964899318236166
90823,6.295423329705914
90824,12.974059368528604
90825,8.223492014566027
90826,5.575581733649734
90827,4.117251371125611
90828,10.233629924041068
90829,11.573198860863563
90830,9.361435660871024
90831,8.294415783213584
90832,9.201674213803562
90833,11.913029012004312
90834,10.153611677964808
90835,9.413317672640527
90836,8.945399713199823
90837,5.3840399945078765
90838,10.985137531317882
90839,8.196216222982029
90840,9.16698513326487
90841,11.488023242599194
